bicycle_id,start_time,end_time,start_location,end_location
86204,2015-01-01 01:30:00,2015-01-01 01:42:00,0607,0803
86605,2015-01-01 01:30:00,2015-01-01 01:41:00,0607,0803
86200,2015-01-01 01:33:00,2015-01-01 01:41:00,0809,0809
86779,2015-01-01 01:34:00,2015-01-01 01:49:00,0516,0502
87048,2015-01-01 01:34:00,2015-01-01 01:41:00,0809,0809
86029,2015-01-01 01:34:00,2015-01-01 01:41:00,0809,0809
86983,2015-01-01 01:34:00,2015-01-01 01:41:00,0809,0809
86993,2015-01-01 01:48:00,2015-01-01 01:59:00,1302,1302
86436,2015-01-01 01:52:00,2015-01-01 01:57:00,0706,0604
86584,2015-01-01 01:56:00,2015-01-01 02:06:00,0807,0701
86564,2015-01-01 01:57:00,2015-01-01 02:06:00,0807,0701
86759,2015-01-01 02:12:00,2015-01-01 02:28:00,0514,0517
87030,2015-01-01 02:12:00,2015-01-01 02:28:00,0514,0517
86243,2015-01-01 02:12:00,2015-01-01 02:28:00,0514,0517
86923,2015-01-01 02:13:00,2015-01-01 02:22:00,0704,0510
86832,2015-01-01 02:13:00,2015-01-01 02:22:00,0704,0510
86366,2015-01-01 02:14:00,2015-01-01 02:25:00,1103,0905
86130,2015-01-01 02:14:00,2015-01-01 02:26:00,1103,0905
86816,2015-01-01 02:14:00,2015-01-01 02:20:00,1101,0905
86748,2015-01-01 02:21:00,2015-01-01 02:32:00,0709,0704
86855,2015-01-01 02:22:00,2015-01-01 02:32:00,0709,0704
86368,2015-01-01 02:22:00,2015-01-01 02:33:00,0804,0604
86610,2015-01-01 02:28:00,2015-01-01 02:42:00,1302,0611
86813,2015-01-01 02:28:00,2015-01-01 02:39:00,0809,0905
86401,2015-01-01 02:28:00,2015-01-01 02:41:00,1302,0611
86042,2015-01-01 02:29:00,2015-01-01 02:39:00,0809,0905
86993,2015-01-01 02:30:00,2015-01-01 02:49:00,1302,1302
86046,2015-01-01 02:39:00,2015-01-01 02:49:00,0901,0516
86516,2015-01-01 02:39:00,2015-01-01 02:49:00,0901,0516
86130,2015-01-01 02:39:00,2015-01-01 02:53:00,0905,0802
86366,2015-01-01 02:40:00,2015-01-01 02:53:00,0905,0802
86416,2015-01-01 02:40:00,2015-01-01 02:49:00,0901,0516
86044,2015-01-01 02:40:00,2015-01-01 02:45:00,0201,0203
86599,2015-01-01 02:41:00,2015-01-01 02:48:00,0901,0516
86407,2015-01-01 02:43:00,2015-01-01 02:57:00,0514,0504
86677,2015-01-01 02:48:00,2015-01-01 02:55:00,0806,0515
86137,2015-01-01 02:56:00,2015-01-01 03:02:00,0709,0905
86439,2015-01-01 02:56:00,2015-01-01 03:03:00,0709,0905
86141,2015-01-01 03:12:00,2015-01-01 03:20:00,0518,0504
86658,2015-01-01 03:13:00,2015-01-01 03:20:00,0518,0504
86003,2015-01-01 03:22:00,2015-01-01 03:40:00,1305,0512
86853,2015-01-01 03:22:00,2015-01-01 03:40:00,1305,0512
86404,2015-01-01 03:29:00,2015-01-01 03:30:00,0802,0802
86522,2015-01-01 03:47:00,2015-01-01 03:51:00,0506,0503
86707,2015-01-01 04:02:00,2015-01-01 04:14:00,0802,0904
86598,2015-01-01 04:16:00,2015-01-01 04:23:00,0806,0809
87099,2015-01-01 04:16:00,2015-01-01 04:21:00,0611,0609
86468,2015-01-01 04:16:00,2015-01-01 04:23:00,0806,0809
86944,2015-01-01 04:16:00,2015-01-01 04:23:00,0806,0809
86659,2015-01-01 04:16:00,2015-01-01 04:22:00,0806,0809
86615,2015-01-01 04:17:00,2015-01-01 04:26:00,0701,0611
86313,2015-01-01 04:17:00,2015-01-01 04:28:00,0610,0604
86064,2015-01-01 04:17:00,2015-01-01 04:27:00,0610,0604
86038,2015-01-01 04:20:00,2015-01-01 04:25:00,0707,0706
86694,2015-01-01 04:25:00,2015-01-01 04:30:00,0604,0706
87011,2015-01-01 04:38:00,2015-01-01 04:45:00,0701,0513
86313,2015-01-01 04:41:00,2015-01-01 04:47:00,0604,0608
86064,2015-01-01 04:41:00,2015-01-01 04:47:00,0604,0608
86366,2015-01-01 04:51:00,2015-01-01 05:15:00,0802,0902
86439,2015-01-01 05:00:00,2015-01-01 05:01:00,0905,0905
86009,2015-01-01 05:20:00,2015-01-01 05:31:00,0701,0905
86468,2015-01-01 05:30:00,2015-01-01 05:46:00,0809,0609
86598,2015-01-01 05:30:00,2015-01-01 05:46:00,0809,0609
86944,2015-01-01 05:30:00,2015-01-01 05:46:00,0809,0609
87021,2015-01-01 05:30:00,2015-01-01 05:46:00,0809,0609
86548,2015-01-01 05:44:00,2015-01-01 05:58:00,0705,0702
86837,2015-01-01 05:45:00,2015-01-01 05:58:00,0705,0702
86033,2015-01-01 05:51:00,2015-01-01 05:57:00,0708,0516
86501,2015-01-01 05:59:00,2015-01-01 06:07:00,0202,0201
87064,2015-01-01 07:22:00,2015-01-01 07:23:00,0806,0806
86965,2015-01-01 08:03:00,2015-01-01 08:07:00,0705,0601
86531,2015-01-01 08:03:00,2015-01-01 08:14:00,0705,0601
86031,2015-01-01 09:11:00,2015-01-01 09:20:00,0707,0808
86033,2015-01-01 09:22:00,2015-01-01 09:25:00,0516,0905
86067,2015-01-01 10:09:00,2015-01-01 10:10:00,0516,0516
87041,2015-01-01 11:16:00,2015-01-01 11:33:00,0204,0517
86043,2015-01-01 11:31:00,2015-01-01 11:55:00,0515,1401
86863,2015-01-01 11:34:00,2015-01-01 11:43:00,0605,0518
86393,2015-01-01 11:58:00,2015-01-01 12:08:00,0518,0603
86786,2015-01-01 12:15:00,2015-01-01 12:41:00,0201,1304
86089,2015-01-01 12:21:00,2015-01-01 12:39:00,0804,0201
86652,2015-01-01 12:52:00,2015-01-01 12:57:00,1103,1106
86076,2015-01-01 12:52:00,2015-01-01 13:03:00,1302,0608
86072,2015-01-01 12:52:00,2015-01-01 13:03:00,1302,0608
87093,2015-01-01 13:08:00,2015-01-01 13:10:00,0518,0518
87024,2015-01-01 13:18:00,2015-01-01 13:25:00,1106,1103
86110,2015-01-01 13:23:00,2015-01-01 13:27:00,0506,0608
86667,2015-01-01 13:24:00,2015-01-01 13:26:00,0604,0607
86507,2015-01-01 13:26:00,2015-01-01 13:42:00,0608,0602
86848,2015-01-01 13:27:00,2015-01-01 13:30:00,0506,0506
86313,2015-01-01 13:29:00,2015-01-01 13:43:00,0608,0602
86768,2015-01-01 13:44:00,2015-01-01 14:02:00,0511,0204
86688,2015-01-01 13:50:00,2015-01-01 13:56:00,1302,0603
86643,2015-01-01 14:07:00,2015-01-01 14:19:00,0607,0604
86343,2015-01-01 14:08:00,2015-01-01 14:12:00,0607,0604
86290,2015-01-01 14:12:00,2015-01-01 14:33:00,0602,0515
86777,2015-01-01 14:19:00,2015-01-01 14:20:00,0610,0610
86618,2015-01-01 14:20:00,2015-01-01 14:35:00,0610,0607
86334,2015-01-01 14:21:00,2015-01-01 14:28:00,0610,0607
86950,2015-01-01 14:31:00,2015-01-01 14:49:00,0802,0804
86361,2015-01-01 14:32:00,2015-01-01 14:49:00,0802,0804
86132,2015-01-01 14:49:00,2015-01-01 14:57:00,0517,0809
86912,2015-01-01 14:50:00,2015-01-01 14:56:00,0606,0608
86193,2015-01-01 14:54:00,2015-01-01 15:01:00,0705,0701
86910,2015-01-01 14:54:00,2015-01-01 15:01:00,0705,0701
86555,2015-01-01 15:00:00,2015-01-01 15:05:00,0608,0705
86667,2015-01-01 15:02:00,2015-01-01 15:11:00,0607,0606
86276,2015-01-01 15:03:00,2015-01-01 15:52:00,0802,0801
87081,2015-01-01 15:03:00,2015-01-01 15:51:00,0802,0801
86716,2015-01-01 15:05:00,2015-01-01 15:28:00,0501,0602
86040,2015-01-01 15:06:00,2015-01-01 15:30:00,0501,0602
86217,2015-01-01 15:11:00,2015-01-01 15:14:00,0803,0802
86015,2015-01-01 15:17:00,2015-01-01 15:21:00,0514,0905
86597,2015-01-01 15:18:00,2015-01-01 15:20:00,0514,0905
86759,2015-01-01 15:18:00,2015-01-01 15:29:00,0517,0506
86719,2015-01-01 15:18:00,2015-01-01 15:31:00,0517,0506
86483,2015-01-01 15:20:00,2015-01-01 15:53:00,0802,1304
86491,2015-01-01 15:21:00,2015-01-01 15:52:00,0802,1304
86659,2015-01-01 15:25:00,2015-01-01 15:36:00,0809,0104
86368,2015-01-01 15:30:00,2015-01-01 16:07:00,0607,1304
86950,2015-01-01 15:46:00,2015-01-01 16:03:00,0804,0801
86361,2015-01-01 15:47:00,2015-01-01 16:03:00,0804,0801
86334,2015-01-01 15:48:00,2015-01-01 15:55:00,0607,0610
86355,2015-01-01 15:54:00,2015-01-01 15:58:00,0515,0905
87058,2015-01-01 15:54:00,2015-01-01 16:53:00,1304,0501
86026,2015-01-01 15:55:00,2015-01-01 15:58:00,0503,0506
87097,2015-01-01 15:55:00,2015-01-01 16:53:00,1304,0501
86297,2015-01-01 15:57:00,2015-01-01 16:13:00,0801,0518
86386,2015-01-01 15:58:00,2015-01-01 16:13:00,0801,0518
86618,2015-01-01 16:01:00,2015-01-01 16:05:00,0607,0604
86123,2015-01-01 16:01:00,2015-01-01 16:04:00,0808,0808
86856,2015-01-01 16:06:00,2015-01-01 16:14:00,0904,0515
86843,2015-01-01 16:10:00,2015-01-01 16:34:00,1304,1304
86555,2015-01-01 16:14:00,2015-01-01 16:19:00,0705,0607
86459,2015-01-01 16:27:00,2015-01-01 16:41:00,0905,0518
86843,2015-01-01 16:35:00,2015-01-01 16:49:00,1304,0608
86455,2015-01-01 16:40:00,2015-01-01 16:42:00,0515,0515
86856,2015-01-01 16:43:00,2015-01-01 16:49:00,0515,0802
86137,2015-01-01 16:52:00,2015-01-01 16:58:00,0905,0704
86297,2015-01-01 16:58:00,2015-01-01 17:15:00,0518,0905
86377,2015-01-01 16:59:00,2015-01-01 17:15:00,0518,0905
86304,2015-01-01 17:02:00,2015-01-01 17:16:00,0806,0508
86361,2015-01-01 17:03:00,2015-01-01 17:09:00,0801,0809
86950,2015-01-01 17:04:00,2015-01-01 17:09:00,0801,0809
86978,2015-01-01 17:04:00,2015-01-01 17:17:00,1305,0517
86875,2015-01-01 17:12:00,2015-01-01 17:16:00,0607,0604
87048,2015-01-01 17:15:00,2015-01-01 17:18:00,0809,0803
87086,2015-01-01 17:17:00,2015-01-01 17:28:00,0511,0103
86258,2015-01-01 17:18:00,2015-01-01 17:28:00,0511,0103
87013,2015-01-01 17:18:00,2015-01-01 17:28:00,0511,0103
86287,2015-01-01 17:18:00,2015-01-01 17:28:00,0511,0103
86320,2015-01-01 17:30:00,2015-01-01 17:33:00,0204,0204
86106,2015-01-01 17:35:00,2015-01-01 17:40:00,0511,0513
86285,2015-01-01 17:45:00,2015-01-01 18:10:00,0203,0610
86044,2015-01-01 17:46:00,2015-01-01 18:10:00,0203,0610
86038,2015-01-01 17:51:00,2015-01-01 18:03:00,0514,0515
86759,2015-01-01 17:53:00,2015-01-01 18:14:00,0506,0517
86906,2015-01-01 17:53:00,2015-01-01 18:14:00,0506,0517
86039,2015-01-01 17:57:00,2015-01-01 18:04:00,0514,0515
86650,2015-01-01 17:57:00,2015-01-01 17:59:00,0514,0514
87074,2015-01-01 18:07:00,2015-01-01 18:10:00,0515,0903
86353,2015-01-01 18:11:00,2015-01-01 18:26:00,0610,0602
86667,2015-01-01 18:12:00,2015-01-01 18:18:00,0606,0607
86777,2015-01-01 18:12:00,2015-01-01 18:27:00,0610,0602
87041,2015-01-01 18:16:00,2015-01-01 18:30:00,0517,0805
87015,2015-01-01 18:16:00,2015-01-01 18:30:00,0517,0805
87056,2015-01-01 18:30:00,2015-01-01 18:34:00,0707,0809
86354,2015-01-01 18:32:00,2015-01-01 18:51:00,0805,1102
87009,2015-01-01 18:32:00,2015-01-01 18:52:00,0805,1102
86784,2015-01-01 18:35:00,2015-01-01 18:45:00,0902,0516
86405,2015-01-01 18:36:00,2015-01-01 19:00:00,0204,1303
86124,2015-01-01 18:46:00,2015-01-01 19:00:00,0503,0903
86304,2015-01-01 18:53:00,2015-01-01 19:04:00,0508,0901
86790,2015-01-01 18:53:00,2015-01-01 19:04:00,0508,0901
86097,2015-01-01 18:56:00,2015-01-01 19:29:00,1102,0516
86746,2015-01-01 18:57:00,2015-01-01 19:30:00,1102,0516
86688,2015-01-01 18:58:00,2015-01-01 19:05:00,0603,1302
86618,2015-01-01 19:15:00,2015-01-01 19:28:00,0604,0602
86808,2015-01-01 19:20:00,2015-01-01 19:27:00,0806,0905
86025,2015-01-01 19:20:00,2015-01-01 19:28:00,0806,0905
87064,2015-01-01 19:21:00,2015-01-01 19:26:00,0806,0905
86784,2015-01-01 19:25:00,2015-01-01 19:32:00,0516,0901
86602,2015-01-01 19:28:00,2015-01-01 19:41:00,0508,0809
86584,2015-01-01 19:43:00,2015-01-01 19:55:00,0709,0806
86526,2015-01-01 19:54:00,2015-01-01 20:17:00,0204,1103
86339,2015-01-01 19:59:00,2015-01-01 20:18:00,0603,0204
86099,2015-01-01 20:13:00,2015-01-01 20:14:00,0803,0803
86586,2015-01-01 20:34:00,2015-01-01 20:43:00,0905,0904
87008,2015-01-01 20:34:00,2015-01-01 23:04:00,0905,0905
86033,2015-01-01 20:36:00,2015-01-01 23:05:00,0905,0905
86689,2015-01-01 20:38:00,2015-01-01 20:45:00,1304,0203
86025,2015-01-01 20:38:00,2015-01-01 23:04:00,0905,0905
87064,2015-01-01 20:38:00,2015-01-01 23:04:00,0905,0905
86999,2015-01-01 20:44:00,2015-01-01 21:13:00,0709,0203
86104,2015-01-01 20:45:00,2015-01-01 21:13:00,0709,0203
86193,2015-01-01 20:56:00,2015-01-01 21:01:00,0701,0809
86513,2015-01-01 21:26:00,2015-01-01 21:33:00,0517,0705
86597,2015-01-01 21:32:00,2015-01-01 21:40:00,0514,0902
86429,2015-01-01 21:37:00,2015-01-01 21:44:00,0507,0102
86935,2015-01-01 21:39:00,2015-01-01 22:48:00,0808,0802
86113,2015-01-01 21:40:00,2015-01-01 22:48:00,0808,0802
87088,2015-01-01 21:42:00,2015-01-01 21:54:00,1107,1106
86118,2015-01-01 21:43:00,2015-01-01 21:48:00,1107,1106
86793,2015-01-01 21:57:00,2015-01-01 21:59:00,0503,0505
86126,2015-01-01 21:58:00,2015-01-01 22:15:00,0103,0904
86701,2015-01-01 22:02:00,2015-01-01 22:12:00,0709,0601
86411,2015-01-01 22:03:00,2015-01-01 22:12:00,0518,0605
86984,2015-01-01 22:29:00,2015-01-01 22:37:00,0503,0501
86036,2015-01-01 22:30:00,2015-01-01 22:36:00,0503,0501
86670,2015-01-01 23:03:00,2015-01-01 23:16:00,0609,1302
86052,2015-01-01 23:03:00,2015-01-01 23:16:00,0609,1302
86969,2015-01-01 23:05:00,2015-01-01 23:11:00,0802,0804
86936,2015-01-01 23:12:00,2015-01-01 23:23:00,0611,0606
86436,2015-01-01 23:18:00,2015-01-01 23:21:00,0607,0604
87064,2015-01-01 23:34:00,2015-01-01 23:55:00,0905,0503
86753,2015-01-02 00:19:00,2015-01-02 00:23:00,0704,0707
87034,2015-01-02 00:19:00,2015-01-02 00:22:00,0704,0707
86456,2015-01-02 00:19:00,2015-01-02 00:22:00,0704,0707
86319,2015-01-02 00:22:00,2015-01-02 00:27:00,0515,0802
86255,2015-01-02 00:30:00,2015-01-02 00:47:00,1105,0513
87077,2015-01-02 00:30:00,2015-01-02 00:58:00,1105,0513
86969,2015-01-02 01:06:00,2015-01-02 01:14:00,0804,0905
86997,2015-01-02 01:37:00,2015-01-02 01:51:00,1102,0508
87017,2015-01-02 01:39:00,2015-01-02 02:02:00,1305,1107
86793,2015-01-02 02:28:00,2015-01-02 02:34:00,0505,0502
86227,2015-01-02 02:58:00,2015-01-02 03:04:00,0804,0705
86190,2015-01-02 07:17:00,2015-01-02 07:22:00,0805,0515
86181,2015-01-02 07:32:00,2015-01-02 07:38:00,0515,0805
86918,2015-01-02 07:41:00,2015-01-02 07:42:00,0802,0802
87004,2015-01-02 07:46:00,2015-01-02 07:50:00,0703,0808
86530,2015-01-02 07:47:00,2015-01-02 07:57:00,0703,0808
86962,2015-01-02 08:00:00,2015-01-02 08:07:00,0805,0518
86236,2015-01-02 08:11:00,2015-01-02 08:17:00,0514,0515
86459,2015-01-02 08:20:00,2015-01-02 08:35:00,0518,0602
86565,2015-01-02 08:24:00,2015-01-02 08:30:00,1302,1304
86952,2015-01-02 08:38:00,2015-01-02 08:50:00,0703,0705
86810,2015-01-02 08:55:00,2015-01-02 08:59:00,1107,1104
86517,2015-01-02 08:59:00,2015-01-02 09:04:00,0515,0514
86984,2015-01-02 09:00:00,2015-01-02 09:29:00,0501,0515
86405,2015-01-02 09:01:00,2015-01-02 09:20:00,1303,0808
86036,2015-01-02 09:03:00,2015-01-02 09:25:00,0501,0515
86565,2015-01-02 09:05:00,2015-01-02 09:12:00,1304,1302
86368,2015-01-02 09:19:00,2015-01-02 09:39:00,1304,0105
86206,2015-01-02 09:22:00,2015-01-02 09:25:00,0514,0515
86447,2015-01-02 09:27:00,2015-01-02 09:37:00,0601,0802
86954,2015-01-02 09:35:00,2015-01-02 09:37:00,0503,0611
87099,2015-01-02 09:35:00,2015-01-02 09:38:00,0609,0707
86374,2015-01-02 09:44:00,2015-01-02 09:47:00,0501,1305
86954,2015-01-02 09:49:00,2015-01-02 09:55:00,0611,0609
87087,2015-01-02 10:00:00,2015-01-02 10:07:00,0515,0904
86952,2015-01-02 10:11:00,2015-01-02 10:26:00,0705,0703
86211,2015-01-02 10:15:00,2015-01-02 10:16:00,1304,1304
86014,2015-01-02 10:17:00,2015-01-02 10:27:00,1304,1302
86746,2015-01-02 10:36:00,2015-01-02 10:58:00,0516,0611
86822,2015-01-02 10:36:00,2015-01-02 10:57:00,0516,0611
86605,2015-01-02 10:49:00,2015-01-02 10:51:00,0803,0801
86714,2015-01-02 10:52:00,2015-01-02 11:15:00,1303,0204
86204,2015-01-02 10:54:00,2015-01-02 11:20:00,0803,0512
86478,2015-01-02 11:09:00,2015-01-02 11:32:00,1107,0705
86672,2015-01-02 11:13:00,2015-01-02 11:22:00,0611,0501
86431,2015-01-02 11:13:00,2015-01-02 11:22:00,0611,0501
86912,2015-01-02 11:28:00,2015-01-02 11:38:00,0608,0706
86415,2015-01-02 11:29:00,2015-01-02 11:38:00,0608,0706
87002,2015-01-02 11:35:00,2015-01-02 11:40:00,0515,0902
86513,2015-01-02 11:50:00,2015-01-02 11:57:00,0705,0701
86597,2015-01-02 11:50:00,2015-01-02 12:03:00,0902,0507
86049,2015-01-02 11:54:00,2015-01-02 11:59:00,0508,0503
86138,2015-01-02 12:02:00,2015-01-02 12:03:00,0202,0202
86992,2015-01-02 12:05:00,2015-01-02 12:21:00,0609,0604
86207,2015-01-02 12:11:00,2015-01-02 12:20:00,1302,0603
86320,2015-01-02 12:13:00,2015-01-02 12:19:00,0204,0204
86584,2015-01-02 12:16:00,2015-01-02 12:31:00,0806,0608
86436,2015-01-02 12:22:00,2015-01-02 12:30:00,0604,0603
86320,2015-01-02 12:24:00,2015-01-02 12:31:00,0204,0105
86990,2015-01-02 12:27:00,2015-01-02 12:36:00,0105,0105
86480,2015-01-02 12:28:00,2015-01-02 12:36:00,0105,0105
86828,2015-01-02 12:38:00,2015-01-02 13:34:00,0515,0602
86421,2015-01-02 12:38:00,2015-01-02 12:39:00,0105,0105
86744,2015-01-02 12:43:00,2015-01-02 12:46:00,1303,1302
86920,2015-01-02 12:44:00,2015-01-02 12:52:00,1104,1107
86218,2015-01-02 12:45:00,2015-01-02 12:56:00,0508,0606
86584,2015-01-02 12:52:00,2015-01-02 13:08:00,0608,0806
86777,2015-01-02 12:52:00,2015-01-02 13:05:00,1304,0202
86507,2015-01-02 12:53:00,2015-01-02 13:05:00,1304,0202
86436,2015-01-02 12:55:00,2015-01-02 13:01:00,0603,0503
86690,2015-01-02 13:03:00,2015-01-02 13:11:00,0105,0204
86368,2015-01-02 13:04:00,2015-01-02 13:11:00,0105,0204
86447,2015-01-02 13:15:00,2015-01-02 13:17:00,0802,0805
86692,2015-01-02 13:22:00,2015-01-02 13:27:00,0606,0607
86031,2015-01-02 13:25:00,2015-01-02 13:36:00,0808,0707
86874,2015-01-02 13:35:00,2015-01-02 13:43:00,0505,0611
86094,2015-01-02 13:38:00,2015-01-02 13:44:00,0806,0809
86456,2015-01-02 13:38:00,2015-01-02 13:42:00,0707,0609
86589,2015-01-02 13:40:00,2015-01-02 13:46:00,0707,0517
86522,2015-01-02 13:47:00,2015-01-02 14:05:00,0503,0904
86113,2015-01-02 13:48:00,2015-01-02 14:02:00,0802,0104
86935,2015-01-02 13:49:00,2015-01-02 14:02:00,0802,0104
86816,2015-01-02 13:53:00,2015-01-02 14:07:00,0514,0506
86754,2015-01-02 13:53:00,2015-01-02 14:05:00,0203,1301
86033,2015-01-02 13:54:00,2015-01-02 14:05:00,0905,0809
86728,2015-01-02 13:54:00,2015-01-02 14:05:00,0203,1301
86640,2015-01-02 13:54:00,2015-01-02 14:02:00,1107,1101
87026,2015-01-02 13:57:00,2015-01-02 14:02:00,0607,0704
86610,2015-01-02 14:00:00,2015-01-02 14:07:00,0611,0503
87097,2015-01-02 14:01:00,2015-01-02 14:06:00,0611,0503
87061,2015-01-02 14:01:00,2015-01-02 14:04:00,1104,1106
86328,2015-01-02 14:04:00,2015-01-02 14:18:00,0103,0511
86352,2015-01-02 14:04:00,2015-01-02 14:10:00,0902,0516
86378,2015-01-02 14:04:00,2015-01-02 14:18:00,0103,0511
86739,2015-01-02 14:04:00,2015-01-02 14:18:00,0103,0511
86554,2015-01-02 14:05:00,2015-01-02 14:12:00,0103,0511
86023,2015-01-02 14:06:00,2015-01-02 14:29:00,0611,0606
86435,2015-01-02 14:07:00,2015-01-02 14:14:00,0505,0505
87002,2015-01-02 14:18:00,2015-01-02 14:23:00,0902,0514
86165,2015-01-02 14:21:00,2015-01-02 14:27:00,1107,1103
87017,2015-01-02 14:21:00,2015-01-02 14:24:00,1107,1103
86352,2015-01-02 14:21:00,2015-01-02 14:28:00,0516,0609
86508,2015-01-02 14:21:00,2015-01-02 14:28:00,1107,1103
86154,2015-01-02 14:30:00,2015-01-02 14:40:00,0506,0506
86529,2015-01-02 14:31:00,2015-01-02 14:37:00,0608,0611
86144,2015-01-02 14:32:00,2015-01-02 14:40:00,0605,0809
86989,2015-01-02 14:33:00,2015-01-02 14:37:00,0802,0803
86513,2015-01-02 14:35:00,2015-01-02 14:40:00,0701,0705
86822,2015-01-02 14:38:00,2015-01-02 14:44:00,0611,1304
86754,2015-01-02 14:38:00,2015-01-02 14:55:00,1301,0804
86955,2015-01-02 14:44:00,2015-01-02 14:50:00,0606,0612
86534,2015-01-02 14:46:00,2015-01-02 14:58:00,0603,1301
87097,2015-01-02 14:52:00,2015-01-02 14:56:00,0503,0505
86610,2015-01-02 14:53:00,2015-01-02 14:56:00,0503,0505
86039,2015-01-02 14:58:00,2015-01-02 15:06:00,0515,0904
87056,2015-01-02 15:09:00,2015-01-02 15:23:00,0809,0802
86602,2015-01-02 15:10:00,2015-01-02 15:22:00,0809,0802
86285,2015-01-02 15:12:00,2015-01-02 15:26:00,0610,0901
86743,2015-01-02 15:13:00,2015-01-02 15:28:00,1304,0608
86938,2015-01-02 15:22:00,2015-01-02 15:24:00,0901,0902
87056,2015-01-02 15:26:00,2015-01-02 15:38:00,0802,0904
86436,2015-01-02 15:28:00,2015-01-02 15:50:00,0503,1104
86469,2015-01-02 15:31:00,2015-01-02 15:43:00,0804,1102
86795,2015-01-02 15:32:00,2015-01-02 15:35:00,0606,0604
86402,2015-01-02 15:38:00,2015-01-02 15:56:00,0708,0706
86478,2015-01-02 15:41:00,2015-01-02 15:46:00,0705,0609
86038,2015-01-02 15:42:00,2015-01-02 15:46:00,0515,0516
86923,2015-01-02 15:42:00,2015-01-02 15:52:00,0510,0515
86983,2015-01-02 15:45:00,2015-01-02 15:48:00,0809,0706
86625,2015-01-02 15:45:00,2015-01-02 15:46:00,1304,1304
86251,2015-01-02 15:46:00,2015-01-02 15:54:00,1304,0201
86099,2015-01-02 15:54:00,2015-01-02 16:06:00,0803,0501
86808,2015-01-02 15:58:00,2015-01-02 16:01:00,0905,0516
86828,2015-01-02 16:11:00,2015-01-02 16:34:00,0602,0513
86944,2015-01-02 16:13:00,2015-01-02 16:20:00,0609,0604
86532,2015-01-02 16:16:00,2015-01-02 16:19:00,0806,0905
86415,2015-01-02 16:18:00,2015-01-02 16:27:00,0706,0801
86585,2015-01-02 16:24:00,2015-01-02 16:44:00,1105,1105
86092,2015-01-02 16:27:00,2015-01-02 16:44:00,1105,1105
86532,2015-01-02 16:29:00,2015-01-02 16:35:00,0905,0807
86439,2015-01-02 16:39:00,2015-01-02 16:54:00,0905,0607
86834,2015-01-02 16:39:00,2015-01-02 16:54:00,0905,0607
86218,2015-01-02 16:44:00,2015-01-02 16:48:00,0606,0612
86913,2015-01-02 16:46:00,2015-01-02 16:53:00,0609,0606
86687,2015-01-02 16:46:00,2015-01-02 16:58:00,0104,0513
86764,2015-01-02 16:47:00,2015-01-02 16:58:00,0104,0513
86782,2015-01-02 16:48:00,2015-01-02 16:58:00,0204,0103
86388,2015-01-02 16:48:00,2015-01-02 17:07:00,0803,0512
86268,2015-01-02 16:50:00,2015-01-02 16:55:00,0807,0515
